Genomes	Enzyme_1	Enzyme_2	Enzyme_3	Enzyme_4	Enzyme_5	Enzyme_6	Enzyme_7	Enzyme_8	Enzyme_9	Enzyme_10	Enzyme_11	Enzyme_12	Enzyme_13	Enzyme_14	Enzyme_15	Enzyme_16	Enzyme_17	Enzyme_18	Enzyme_19	Enzyme_20	Enzyme_21	Enzyme_22	Enzyme_23	Enzyme_24	Enzyme_25	Enzyme_26	Enzyme_27	Enzyme_28	Enzyme_29	Enzyme_30	Enzyme_31	Enzyme_32	Enzyme_33	Enzyme_34	Enzyme_35	Enzyme_36	Enzyme_37	Enzyme_38	Enzyme_39	Enzyme_40	Enzyme_41	Enzyme_42	Enzyme_43	Enzyme_44	Enzyme_45	Enzyme_46	Enzyme_47	Enzyme_48	Enzyme_49	Enzyme_50	Enzyme_51	Enzyme_52	Enzyme_53	Enzyme_54	Enzyme_55	Enzyme_56	Enzyme_57	Enzyme_58	Enzyme_59	Enzyme_60	Enzyme_61	Enzyme_62	Enzyme_63	Enzyme_64	Enzyme_65	Enzyme_66	Enzyme_67	Enzyme_68	Enzyme_69	Enzyme_70	Enzyme_71	Enzyme_72	Enzyme_73	Enzyme_74	Enzyme_75	Enzyme_76	Enzyme_77	Enzyme_78	Enzyme_79	Enzyme_80	Enzyme_81	Enzyme_82	Enzyme_83	Enzyme_84	Enzyme_85	Enzyme_86	Enzyme_87	Enzyme_88	Enzyme_89	Enzyme_90	Enzyme_91	Enzyme_92	Enzyme_93	Enzyme_94	Enzyme_95	Enzyme_96	Enzyme_97	Enzyme_98	Enzyme_99	Enzyme_100	Enzyme_101	Enzyme_102	Enzyme_103	Enzyme_104	Enzyme_105	Enzyme_106
Streptomyces sp. PRh5 JABQ01	22	1	6	2	1	3	1	5	1	2	2	4	1	6	6	2	4	5	3	8	1	16	1	4	4	0	8	3	2	5	1	1	1	1	1	18	3	2	2	1	8	1	3	3	3	1	2	1	6	1	2	1	1	3	3	3	11	1	1	1	13	3	1	2	1	1	6	8	1	1	15	5	1	3	0	3	9	3	5	1	1	3	1	3	5	1	1	8	14	1	4	1	1	4	2	3	1	1	1	1	2	3	1	10	3	3
Streptomyces viridochromogenes DSM 40736 ACEZ01	16	2	7	2	1	3	1	6	2	2	2	3	1	4	4	2	4	5	3	4	1	8	1	3	4	0	7	3	2	5	1	1	1	1	1	17	0	2	2	1	2	3	1	1	2	1	1	1	5	1	2	1	2	1	2	1	13	1	1	1	16	2	1	2	1	1	5	7	1	1	16	2	1	4	0	3	9	2	2	2	2	4	1	2	4	2	2	5	10	1	3	1	2	3	1	1	1	1	1	1	2	3	1	6	2	1
Streptomyces sp. NTK 937 JJOB01	16	1	4	2	2	2	1	5	4	2	3	2	1	4	3	1	2	3	2	4	1	5	1	3	5	1	4	3	1	4	1	2	1	1	1	12	1	2	1	1	3	3	1	1	1	1	2	1	8	1	2	1	1	2	2	1	9	1	1	1	10	1	1	2	1	1	3	8	1	1	12	2	1	3	1	4	10	3	2	1	2	3	1	3	3	1	1	5	6	1	2	2	2	2	1	1	1	1	1	0	2	3	1	6	3	1
Streptomyces sp. NRRL WC-3744 JOCJ01	24	2	6	1	1	3	1	9	1	2	4	3	1	5	3	2	4	6	3	5	1	7	1	4	3	1	8	4	1	6	1	1	1	1	1	15	1	2	1	1	5	2	1	1	2	1	1	1	6	2	2	1	1	1	2	1	10	2	1	1	16	3	1	2	1	1	6	8	1	1	16	3	1	5	0	3	8	2	4	3	2	5	1	3	6	2	1	9	15	0	2	1	2	3	0	3	1	1	1	1	2	3	1	8	4	2
Streptomyces violens JOBH01	19	1	5	2	2	2	1	7	1	2	2	1	1	4	2	1	3	4	3	4	1	8	1	3	3	1	9	3	2	5	1	1	1	2	2	19	2	3	2	1	5	2	1	1	2	1	1	1	4	1	2	1	1	1	3	1	14	1	1	1	16	1	1	2	1	1	5	7	1	1	15	5	1	4	0	2	10	2	3	1	2	3	1	2	6	1	2	6	12	1	3	1	3	2	1	3	1	1	1	1	2	3	1	6	4	3
Streptomyces sp. TAA040 AUKR01	11	1	3	1	1	2	1	4	1	2	2	2	1	4	3	1	2	3	2	3	1	4	1	3	1	1	6	1	1	4	1	1	1	2	1	10	1	2	1	1	3	1	1	1	1	1	1	1	4	1	3	1	1	1	1	1	7	1	1	2	7	0	1	1	1	1	7	2	1	1	9	2	1	3	0	3	6	2	2	1	1	2	1	1	2	1	1	9	4	1	1	1	1	2	1	2	1	1	1	1	3	4	1	7	3	1
Streptomyces varsoviensis NRRL B-3589 JOFN01	12	1	4	3	2	3	1	5	2	2	4	4	1	4	3	1	2	4	3	5	1	11	1	3	4	0	7	1	2	5	1	1	1	1	1	14	2	2	1	1	6	2	3	1	1	1	1	1	5	1	2	1	1	1	3	1	14	1	1	1	16	5	2	3	1	1	5	6	1	1	16	3	1	4	0	2	8	2	4	1	2	2	2	2	2	1	1	5	10	1	1	1	1	4	3	1	1	2	1	1	3	4	1	6	4	1
Streptomyces vinaceus JNYP01	14	1	4	2	1	3	1	6	2	2	5	2	1	4	3	1	1	3	2	3	1	9	1	3	3	1	7	5	1	4	1	1	1	1	1	14	1	3	1	1	3	1	1	2	1	1	2	1	4	2	2	1	1	1	2	1	13	1	1	1	16	4	1	2	1	1	5	3	1	1	14	1	1	3	1	4	10	2	2	2	2	4	1	1	3	1	1	5	6	1	1	1	1	2	1	1	1	1	1	1	3	4	1	7	4	1
Streptomyces sp. NRRL WC-3774 JOBZ01	18	0	7	1	1	6	1	6	1	2	4	2	1	5	5	2	3	5	3	6	1	9	1	3	4	0	7	4	2	6	1	3	1	1	1	14	2	4	2	1	8	3	1	1	1	1	2	1	6	2	2	1	1	1	4	2	14	2	1	2	16	3	1	2	1	1	6	8	0	1	13	3	1	3	0	3	9	3	6	2	2	5	1	2	3	2	3	7	9	1	3	1	1	2	1	2	2	1	1	1	2	3	1	8	4	1
Streptomyces vitaminophilus DSM 41686 ARCK01	18	1	5	3	1	1	1	3	1	2	2	2	2	4	3	1	3	4	3	4	1	8	1	4	3	1	4	1	0	3	1	1	1	1	1	11	1	2	1	1	4	1	1	1	1	1	1	1	3	2	2	1	1	1	1	1	12	1	1	1	15	4	1	1	1	1	3	4	1	1	16	4	1	2	0	3	9	1	3	1	1	2	1	1	2	1	1	6	5	1	1	2	1	2	1	1	1	1	1	1	2	3	1	6	3	1
Streptomyces zinciresistens K42 AGBF01	15	2	7	2	1	3	1	6	1	2	2	2	1	5	4	2	3	4	3	4	1	8	1	3	3	0	5	4	0	4	1	1	1	1	1	13	1	2	1	1	3	1	1	1	1	1	1	1	3	1	3	1	3	1	2	1	9	1	1	1	9	3	1	2	1	1	5	6	1	1	9	3	1	3	0	4	8	2	2	2	2	5	1	2	2	0	1	6	6	1	2	1	1	2	1	1	2	1	1	1	3	5	1	7	3	1
Streptomyces viridosporus T7A AJFD01	15	1	4	2	1	3	1	6	1	2	4	2	1	5	5	2	2	4	3	3	1	7	1	3	3	2	7	4	2	6	1	1	1	1	1	12	1	2	1	1	3	2	1	1	2	1	1	1	5	1	2	1	1	2	2	2	9	1	1	1	13	4	1	2	1	1	6	5	1	1	13	3	1	3	1	5	11	1	2	3	2	4	1	2	4	1	1	7	8	1	2	1	2	2	1	1	1	1	1	1	2	3	1	8	3	1
Streptomyces viridochromogenes Tue57 AMLP01	17	2	6	3	1	4	1	7	1	2	4	4	1	4	4	2	4	4	3	3	1	9	1	3	4	0	8	4	1	5	1	1	1	1	1	22	1	2	2	1	4	3	0	1	2	1	3	0	7	3	2	2	1	1	2	2	12	1	2	2	15	2	1	2	1	1	5	6	1	1	14	2	1	5	0	3	8	2	3	2	2	5	1	2	4	3	1	6	13	1	2	2	1	4	2	3	2	1	1	1	2	3	1	4	3	1
Streptomyces sp. NRRL WC-3773 JOJI01	15	1	5	2	2	3	1	7	2	2	5	3	2	4	3	1	2	4	3	4	1	9	1	3	4	0	12	1	2	6	1	2	1	1	1	18	1	3	1	1	4	2	4	1	1	1	1	1	5	1	2	1	1	1	3	2	13	1	1	1	15	7	2	2	1	1	6	5	1	1	16	3	2	6	0	2	8	2	3	1	2	3	1	2	4	1	1	8	9	1	1	2	3	3	2	2	1	1	1	1	2	3	1	8	5	1
Streptomyces sp. TAA204 AUKW01	16	1	4	2	1	1	1	4	1	2	2	2	1	5	3	2	4	4	3	3	1	6	1	3	2	1	6	2	2	3	1	1	1	1	1	12	1	2	1	1	3	3	1	1	2	1	1	1	5	1	2	1	1	2	2	1	9	1	1	1	11	1	1	2	2	1	6	2	1	1	9	2	1	3	0	3	7	2	2	1	1	4	1	2	2	1	1	7	8	1	2	1	1	2	1	1	1	1	1	1	2	3	1	9	3	1
Streptomyces Griseus Subsp. Griseus JOIT01	14	1	4	2	1	2	1	6	2	2	5	2	1	4	3	1	1	3	2	3	1	9	1	3	3	1	7	4	1	4	1	1	2	1	1	13	1	3	1	1	3	1	1	2	1	1	2	1	4	2	2	1	1	1	2	1	13	1	1	1	16	2	1	2	1	1	5	3	1	1	14	1	1	3	1	4	10	2	2	2	2	4	1	1	3	1	1	5	6	1	1	1	1	2	1	1	1	1	1	1	3	4	1	7	4	1
Streptomyces Afghaniensis 772 AOPY01	17	2	7	2	1	3	1	6	2	2	4	2	1	6	6	1	2	5	3	7	1	9	1	3	5	0	11	3	1	6	1	1	1	2	1	16	1	4	2	1	7	1	1	0	2	1	1	1	4	1	2	1	1	1	3	1	11	1	1	1	15	5	1	2	2	1	5	9	1	1	17	2	0	5	0	4	11	3	6	2	2	5	1	2	6	3	2	6	9	1	4	1	2	2	1	2	1	1	1	1	2	3	1	9	3	1
Streptomyces Roseosporus Nrrl 11379 ABYX02	11	1	3	3	1	2	1	8	1	2	5	3	1	4	3	1	2	3	2	3	1	11	1	3	3	1	7	4	1	4	1	2	1	1	1	16	1	2	2	1	4	1	2	2	2	1	2	1	3	1	2	1	1	1	2	1	11	1	1	1	14	0	1	2	1	1	5	5	1	1	13	1	1	4	0	2	7	2	3	3	2	3	1	1	3	1	1	4	5	1	2	1	2	3	1	2	1	1	1	1	2	3	1	8	4	1
Streptomyces Flaveus JOCU01	23	2	5	1	1	3	1	7	1	2	4	2	1	5	6	2	4	6	3	5	1	7	1	4	3	1	9	4	1	6	1	1	1	1	1	14	1	3	1	1	5	2	1	1	2	1	1	1	6	2	2	1	1	1	2	1	10	2	1	1	16	3	1	2	1	1	6	8	1	1	16	3	1	3	0	3	8	2	4	3	2	6	1	2	5	2	1	9	11	1	2	1	2	2	1	1	1	1	1	1	2	3	1	8	3	2
Streptomyces Ipomoeae 91-03 AEJC01	18	2	7	2	1	2	1	5	2	2	3	3	1	6	5	2	4	5	3	4	1	7	1	3	3	0	7	4	2	6	1	2	1	1	1	16	1	2	2	1	4	3	1	2	3	1	2	1	6	1	2	1	1	1	3	1	12	1	1	2	13	3	1	2	1	1	4	8	1	1	12	3	1	3	0	3	9	1	3	2	2	5	1	2	5	3	1	6	10	2	3	2	1	2	1	3	1	1	1	1	2	3	1	8	4	1
Streptomyces Globisporus C-1027 AJUO01	13	1	4	2	1	2	1	7	2	2	4	2	1	5	3	1	2	3	2	3	1	9	1	3	3	0	6	4	1	4	1	2	1	1	1	12	1	2	1	0	3	1	1	1	1	1	2	1	6	2	2	2	2	2	2	1	11	1	2	2	14	0	1	2	1	0	5	4	1	1	10	1	1	3	1	5	10	2	2	1	2	3	1	1	3	2	1	5	5	1	1	1	1	2	1	1	1	1	1	1	2	3	1	7	4	1
Streptomyces Resistomycificus JOBA01	12	0	6	2	1	3	1	7	2	4	3	1	1	4	4	1	4	3	3	3	1	11	1	3	2	0	5	3	0	6	1	1	1	1	1	13	1	2	2	1	4	1	1	1	2	1	2	1	3	0	2	1	1	1	3	1	13	1	1	3	13	2	1	2	1	1	8	8	1	1	12	2	1	4	0	2	9	1	3	2	1	8	1	2	1	3	2	8	8	1	3	0	1	1	1	1	3	1	1	1	2	3	1	6	3	1
Streptomyces sp. NRRL WC-3704 JOCI01	3	1	4	2	2	4	1	2	2	1	3	2	0	4	3	1	1	1	3	4	1	9	0	1	3	0	7	0	1	4	1	0	1	1	1	12	1	0	1	0	4	1	2	1	1	1	0	0	1	0	0	1	0	0	3	0	8	1	1	1	9	0	3	3	0	1	4	5	0	1	8	0	1	1	0	1	5	0	3	1	0	3	1	2	1	1	0	4	7	1	1	1	1	2	1	1	1	2	1	1	0	1	1	3	3	0
Streptomyces somaliensis DSM 40738 AJJM01	4	1	1	1	1	2	1	3	1	1	2	2	1	3	2	1	2	2	2	3	1	4	1	3	2	0	5	2	0	2	0	1	1	2	2	9	1	3	1	1	3	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	10	1	1	2	11	1	1	1	1	1	2	3	1	1	12	2	1	2	0	2	9	1	2	1	2	1	1	1	3	1	1	4	2	1	1	1	1	2	1	1	2	1	1	1	2	3	1	6	4	1
Streptomyces scabrisporus DSM 41855 ARCJ01	20	0	2	2	1	2	1	4	2	1	5	4	1	4	3	1	4	4	3	5	1	10	1	3	3	0	7	1	2	7	1	2	1	2	1	17	2	2	2	1	5	2	2	1	1	1	2	2	6	1	2	1	1	1	1	1	19	1	1	1	22	5	1	1	1	1	5	5	1	1	20	2	1	5	1	5	14	2	3	1	1	3	1	2	2	1	2	6	7	1	2	2	3	4	1	3	2	1	1	1	2	3	1	10	4	1
Streptomyces sp. NRRL F-5555 JOHJ01	16	0	4	2	2	3	1	7	1	2	4	3	1	4	3	2	3	4	3	3	1	6	1	3	4	1	6	3	1	5	1	1	1	1	1	14	1	2	1	1	3	1	1	1	1	1	2	1	5	1	2	1	1	1	2	1	13	1	1	1	15	2	1	2	2	1	5	7	1	1	15	1	1	4	1	4	10	2	2	3	2	5	1	3	3	2	2	7	9	1	4	1	1	3	2	2	2	1	1	1	2	3	1	8	3	1
Streptomyces sp. AA4 ACEV01	10	0	4	2	1	1	1	6	2	1	2	3	1	6	3	1	2	4	3	5	1	8	1	4	2	0	8	4	2	5	1	1	1	1	1	17	1	2	2	2	4	2	2	1	2	1	1	1	6	0	2	2	2	3	1	1	11	1	2	2	16	3	1	1	1	1	5	5	1	1	12	5	2	4	2	6	10	3	3	1	1	2	2	2	3	1	3	9	15	1	5	1	3	3	1	2	2	1	1	1	2	3	1	9	4	3
Streptomyces sp. CNH189 AZUS01	22	2	6	2	1	3	1	5	1	2	2	2	1	4	3	2	4	5	3	3	1	6	1	3	3	1	5	4	2	4	1	1	1	1	1	11	1	2	1	1	3	2	2	2	2	1	2	1	3	1	2	1	1	1	2	1	11	1	1	1	13	2	1	2	1	1	6	6	1	1	13	2	1	2	0	4	8	2	2	2	2	5	1	2	4	1	1	7	8	1	3	1	2	2	1	1	1	1	1	1	2	3	1	8	3	1
Streptomyces sp. NRRL WC-3626 JOCA01	17	2	5	2	1	4	1	5	1	2	2	3	1	5	4	2	4	5	3	3	1	11	1	4	2	2	7	5	1	5	1	1	1	1	1	12	1	2	1	1	3	2	1	1	2	1	1	1	5	1	3	1	2	2	3	1	12	1	1	1	13	1	1	2	1	1	6	7	1	1	14	1	2	3	0	4	9	3	2	2	2	5	1	2	3	3	1	6	6	1	3	1	1	3	1	3	1	1	1	1	3	5	1	8	3	1
Streptomyces fulvoviridis JNXH01	15	1	4	2	2	2	1	5	2	2	4	2	1	4	3	1	1	3	2	3	1	7	1	3	2	2	6	5	1	4	1	1	1	3	2	11	2	3	1	1	4	1	1	1	1	1	2	1	3	1	2	1	1	1	2	1	10	1	1	1	11	3	1	2	1	1	4	6	1	1	11	3	1	5	1	3	9	3	2	1	2	3	1	2	4	1	1	6	7	1	3	1	1	2	1	1	1	1	1	0	2	3	1	7	3	1
Streptomyces sp. NRRL F-5193 JOHZ01	21	1	3	2	1	3	1	3	1	2	3	2	1	5	5	1	3	4	2	4	1	6	1	3	3	0	6	4	1	4	1	1	1	1	1	14	1	2	1	1	3	1	1	1	1	1	2	1	3	1	2	1	1	1	1	1	15	2	1	2	17	3	1	1	1	1	4	6	1	1	15	2	1	5	0	6	10	0	2	1	2	2	1	1	3	1	2	6	6	1	2	4	1	2	1	1	1	1	1	0	2	3	1	8	3	1
Streptomyces Olivaceus JOFH01	22	2	5	2	2	4	1	6	1	2	2	2	1	4	2	2	3	4	3	3	1	8	1	3	4	1	8	3	2	5	1	1	1	1	1	15	1	2	1	1	5	1	3	2	2	1	1	1	8	1	2	1	1	1	1	1	12	1	1	1	13	4	1	2	2	1	6	10	1	1	14	1	1	4	1	4	8	2	4	2	2	5	1	3	3	2	1	7	8	1	3	1	1	2	1	1	1	1	1	1	2	3	1	7	2	3
Streptomyces rimosus JMGX01	14	1	6	2	2	1	1	4	2	2	4	3	2	4	3	1	3	4	3	4	1	7	1	3	3	1	12	1	1	4	1	1	2	1	1	16	1	2	1	1	4	2	1	1	1	1	2	1	5	2	2	2	1	1	3	2	13	1	2	2	15	4	1	2	1	1	7	6	1	1	15	4	1	6	0	3	12	2	3	1	2	3	1	2	4	1	1	5	9	1	1	1	2	3	2	1	1	1	1	1	2	3	1	8	4	1
Streptomyces bikiniensis NRRL B-1049 JNWL01	14	1	3	2	1	3	1	4	1	2	3	2	1	5	4	1	2	4	2	4	1	7	1	3	2	0	8	5	1	5	1	1	1	2	2	12	2	2	1	1	4	1	2	1	1	1	2	1	4	1	2	1	1	1	2	1	14	1	1	2	17	2	1	1	2	1	5	3	1	1	17	2	1	7	0	4	8	4	2	2	1	3	1	1	2	2	2	9	6	1	1	0	1	2	1	1	2	1	1	1	2	3	1	8	4	1
Streptomyces sp. NRRL F-5635 JOGJ01	16	0	4	2	2	3	1	7	1	2	5	3	1	4	3	2	4	4	3	3	1	7	1	3	3	1	6	3	1	5	1	1	1	1	1	13	1	2	1	1	3	1	1	1	1	1	2	1	5	1	2	1	2	1	2	1	13	1	1	1	15	2	1	2	2	1	6	7	1	1	15	1	1	4	1	4	10	3	2	3	2	6	1	3	3	2	2	7	9	1	4	1	1	3	2	2	2	1	1	1	2	3	1	7	3	1
Streptomyces bottropensis ATCC 25435 ARTP01	19	1	6	2	1	3	1	5	1	2	2	2	1	5	5	2	3	5	3	4	1	8	1	3	3	0	7	4	1	5	1	2	1	1	1	15	1	2	1	1	3	2	2	1	3	1	1	1	5	1	2	1	1	1	3	1	13	1	1	2	13	1	1	2	1	1	5	8	1	1	14	2	1	5	0	3	9	1	2	2	2	7	2	2	4	3	1	6	9	1	3	1	1	2	1	1	2	1	1	1	2	3	1	7	3	1
Streptomyces sp. NRRL F-5727 JOGX01	19	1	4	2	1	3	1	3	1	2	2	2	1	4	4	1	2	4	2	4	1	6	1	3	3	0	4	4	0	4	1	2	1	1	2	17	1	2	1	1	3	1	1	1	1	1	3	1	3	1	2	1	1	1	1	1	14	2	1	2	16	2	1	1	1	1	4	5	1	1	15	2	1	3	0	6	13	0	2	1	2	2	2	1	3	1	2	5	6	1	2	3	1	2	1	1	2	1	1	1	2	3	1	8	3	1
Streptomyces olivaceus JNWM01	15	1	4	2	2	2	1	5	2	2	4	2	1	4	3	1	1	3	2	3	1	7	1	3	2	2	6	5	1	4	1	1	1	3	2	11	2	3	1	1	4	1	1	1	1	1	2	1	3	1	2	1	1	1	2	1	10	1	1	1	11	3	1	2	1	1	4	6	1	1	11	3	1	5	1	3	9	3	2	1	2	3	1	2	4	1	1	6	7	1	3	1	1	2	1	1	1	1	1	0	2	3	1	7	3	1
Streptomyces prunicolor NBRC 13075 BARF01	28	1	7	2	1	4	1	10	3	2	4	3	2	5	5	2	3	4	3	4	1	12	1	3	6	0	6	4	2	7	1	1	1	1	1	21	1	2	1	2	3	1	1	2	3	1	2	1	4	1	2	1	3	1	2	1	15	1	1	1	17	3	2	2	1	1	7	9	1	1	17	2	1	2	2	5	12	3	2	2	2	7	1	2	4	2	2	7	13	2	2	1	1	3	2	1	2	1	1	1	2	3	1	10	5	2
Streptomyces sp. MUSC 125 JUIG01	15	0	5	2	1	4	1	8	2	2	4	2	1	5	3	1	2	4	3	3	1	6	1	4	3	1	8	4	0	5	1	2	1	1	1	14	1	3	1	1	3	3	1	1	1	1	1	1	5	2	2	1	1	1	2	1	11	1	1	1	16	3	1	2	1	1	4	4	1	1	18	3	1	3	1	3	7	2	2	3	2	4	1	2	5	1	1	8	6	1	1	1	2	2	1	1	1	1	1	1	2	3	1	11	2	1
Streptomyces coelicolor A3(2) NC_003888.3	24	2	5	2	2	3	1	6	2	2	4	2	1	6	4	2	3	5	3	3	1	11	1	3	4	1	6	4	1	5	1	1	1	1	1	16	1	2	1	1	3	2	1	1	1	1	2	1	5	2	2	2	1	1	2	2	13	1	2	2	15	1	1	2	2	1	6	6	1	1	13	1	1	4	0	3	10	3	2	2	2	4	1	3	4	2	2	7	9	2	3	1	1	2	1	1	2	1	1	1	2	3	1	8	4	1
Streptomyces sp. PCS3-D2 JDUZ01	11	1	5	1	1	3	1	5	1	2	4	2	1	4	4	1	1	4	3	3	1	4	1	3	4	0	6	4	1	4	1	1	1	1	1	13	1	2	1	1	3	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	10	1	1	2	12	0	1	2	1	1	4	3	1	1	14	2	1	2	0	2	6	2	2	1	2	3	1	1	1	1	1	7	7	1	1	2	3	2	0	0	1	1	1	1	2	3	1	6	5	1
Streptomyces sp. NRRL WC-3641 JOBM01	11	0	5	2	1	3	1	6	2	2	4	2	0	5	4	2	2	5	3	4	1	7	1	2	5	0	6	4	1	4	1	1	1	0	1	13	1	2	1	1	4	1	1	1	2	1	1	1	5	1	2	1	1	0	3	1	11	1	1	1	13	1	1	2	1	1	6	7	1	1	13	2	1	2	0	3	9	1	3	1	2	3	1	2	1	3	2	6	7	2	3	1	1	2	1	1	1	1	1	1	2	3	1	5	2	1
Streptomyces durhamensis JNXR01	18	2	5	2	1	3	2	8	1	2	4	2	1	4	3	1	3	5	3	5	1	8	1	3	4	1	6	4	0	5	1	1	1	1	2	15	1	4	1	1	5	1	1	1	1	1	1	1	3	1	2	1	1	2	2	1	11	1	1	1	15	4	2	2	1	1	5	8	1	1	14	3	1	4	0	3	9	2	4	2	2	5	1	2	6	2	1	8	12	1	2	1	3	2	1	1	2	1	1	1	2	3	1	8	4	1
Streptomyces sp. NRRL WC-3795 JOCG01	17	1	5	1	3	4	1	6	2	2	2	2	1	4	3	2	3	4	3	4	1	6	1	3	4	2	7	5	2	6	1	2	1	1	1	13	1	2	1	1	5	2	1	1	2	1	1	1	4	2	2	2	1	1	2	2	12	1	2	2	14	1	1	2	1	1	5	7	1	1	14	1	1	5	0	4	8	1	4	3	1	5	1	3	3	2	1	7	9	1	2	1	1	2	1	1	2	1	1	1	2	3	1	7	3	1
Streptomyces purpeofuscus JODS01	21	1	3	2	1	3	2	4	1	2	3	2	1	5	3	1	2	3	2	2	1	7	1	3	4	1	6	4	2	6	1	2	1	2	3	10	1	2	1	1	3	5	4	2	2	1	2	1	7	1	2	1	1	3	2	1	12	1	1	3	14	5	1	2	1	1	4	4	1	1	12	3	1	5	0	2	7	3	2	1	1	4	1	1	4	2	2	5	6	1	1	1	1	2	1	1	1	1	1	1	2	3	1	6	5	1
Streptomyces leeuwenhoekii AZSD01	16	1	4	2	2	3	1	4	1	2	2	2	1	6	6	1	2	4	3	5	1	5	1	4	3	1	6	3	2	4	1	2	1	1	1	13	1	2	1	1	3	3	3	2	3	1	1	1	3	1	2	1	1	1	2	1	10	1	1	1	11	4	1	2	1	1	5	5	1	1	12	2	1	3	1	4	10	1	2	2	2	4	1	2	5	2	2	7	8	1	2	1	2	2	1	1	2	1	1	1	2	3	1	8	3	1
Streptomyces sp. C ACEW01	12	1	5	1	1	2	1	3	1	2	4	2	1	4	3	1	2	4	3	4	1	4	1	3	4	0	9	2	1	4	1	1	1	1	1	14	1	3	1	1	3	2	1	1	1	1	1	1	5	1	2	1	1	1	0	1	9	1	1	2	10	5	1	2	1	1	5	2	1	1	10	2	1	4	0	4	8	2	2	2	1	2	1	1	3	1	1	7	8	1	1	2	1	2	1	1	2	1	1	1	2	3	1	7	3	1
Streptomyces yerevanensis JNWJ01	23	1	5	3	1	1	1	5	1	2	2	2	1	7	7	2	4	6	3	6	1	10	1	3	3	1	7	5	2	6	1	1	1	1	1	18	1	2	1	1	5	1	2	1	2	1	1	1	4	1	2	1	1	1	2	1	12	1	1	1	16	3	1	2	2	1	4	9	1	1	13	2	1	2	1	2	7	1	4	1	2	7	1	1	3	2	1	6	12	3	2	1	1	2	1	3	1	1	1	1	2	3	1	9	3	2
Streptomyces griseoluteus JOBE01	16	1	4	2	1	3	1	3	2	2	2	2	1	4	3	1	2	4	3	4	1	5	1	2	4	0	6	4	1	4	1	1	1	2	2	15	3	2	1	1	6	1	2	1	1	1	2	1	3	1	2	1	1	1	2	1	14	1	1	1	17	3	1	2	1	1	4	6	1	1	18	1	2	2	0	5	11	0	3	1	2	3	1	1	2	1	2	5	6	1	2	1	1	2	1	1	1	1	1	0	2	3	1	6	3	1
Streptomyces sp. CNQ766 ARHR01	22	1	3	2	1	2	1	5	1	2	4	2	1	4	2	2	2	6	3	3	1	9	1	4	3	0	6	1	0	5	1	1	1	1	1	11	1	2	1	1	3	2	1	1	1	1	2	1	4	2	2	2	2	2	1	2	12	1	1	1	15	1	2	1	1	1	7	8	1	1	14	2	1	5	0	4	11	2	2	1	1	2	1	1	4	1	2	10	7	1	3	1	1	2	1	2	1	1	1	1	2	3	1	5	3	1
Streptomyces flavovirens JOAB01	15	1	4	2	2	2	1	5	2	2	4	2	1	5	4	1	1	3	2	3	1	7	1	3	2	2	6	5	1	4	1	1	1	3	2	11	2	3	1	1	4	1	1	1	1	1	2	1	3	1	2	1	1	1	2	1	10	1	1	1	11	3	1	2	1	1	4	6	1	1	11	3	1	5	1	3	9	3	2	1	2	3	1	2	4	1	1	7	7	1	3	1	1	2	1	1	1	1	1	0	2	3	1	7	3	1
Streptomyces sp. NRRL F-5527 JOHL01	17	0	5	2	1	3	1	5	1	2	3	2	1	5	3	2	4	5	3	3	1	6	1	3	3	1	6	5	1	4	1	1	1	1	1	11	1	2	1	1	3	2	1	1	1	1	2	1	4	1	3	1	1	1	2	1	10	1	1	1	13	3	1	2	1	1	5	5	1	1	12	3	1	2	0	3	8	3	2	2	2	5	1	2	7	2	1	6	7	1	3	1	1	2	1	1	1	1	1	1	3	5	1	7	3	1
Streptomyces sp. NRRL S-384 JOJA01	19	1	3	2	1	3	1	5	1	2	2	2	1	4	3	1	2	4	2	4	1	3	1	4	3	1	7	2	1	6	1	2	1	1	1	9	1	3	1	1	4	1	1	1	1	1	2	1	3	1	2	1	1	3	1	2	11	1	1	1	15	2	1	1	1	1	3	5	1	1	12	2	1	4	1	3	9	2	3	2	1	2	1	1	2	1	2	5	6	1	1	2	1	2	1	1	1	1	1	1	2	3	1	5	4	1
Streptomyces sp. R1-NS-10 BARG01	29	2	7	2	1	4	1	9	3	2	4	3	1	7	6	2	5	6	3	4	1	12	1	4	4	1	8	5	2	8	1	1	1	2	2	15	1	3	1	1	3	2	2	2	3	1	2	1	5	1	2	1	1	1	2	1	13	1	1	1	16	2	1	2	1	1	8	8	1	1	16	3	1	5	1	6	15	3	2	2	2	4	1	2	4	3	2	11	17	2	2	1	1	3	1	3	2	1	1	1	2	3	1	10	6	2
Streptomyces sp. NRRL B-24051 JOAE01	15	1	4	2	2	2	1	5	2	2	4	2	1	5	4	1	1	3	2	3	1	7	1	3	2	3	7	5	1	4	1	1	1	3	2	11	2	4	1	1	4	1	1	1	1	1	2	1	3	1	2	1	1	1	2	1	10	1	1	1	10	3	1	2	1	1	4	6	1	1	11	3	1	5	1	3	9	3	2	1	2	3	1	2	4	1	1	6	7	1	3	1	1	2	1	1	1	1	1	0	2	3	1	7	3	1
